X,Y,GU_NM,THT_HG,BHT_DM,WTRTB_BT,WDPT_NM,CREAT_DE
127.015487853,37.616886868,강북구,4.00000000,12.00000000,2.00000000,벚나무,
127.036134225,37.633172658,강북구,8.00000000,14.00000000,6.00000000,벚나무,
127.015312453,37.617193512,강북구,6.00000000,16.00000000,4.00000000,벚나무,
127.015824646,37.616552116,강북구,4.00000000,10.00000000,2.00000000,벚나무,
127.015668348,37.616593145,강북구,4.00000000,14.00000000,2.00000000,벚나무,
127.015520741,37.616689594,강북구,6.00000000,16.00000000,4.00000000,벚나무,
127.038424367,37.629499264,강북구,6.00000000,20.00000000,6.00000000,벚나무,
127.038418814,37.629579344,강북구,6.00000000,14.00000000,2.00000000,벚나무,
127.038474832,37.62973726,강북구,4.00000000,16.00000000,6.00000000,벚나무,
127.038511216,37.629781736,강북구,4.00000000,20.00000000,6.00000000,벚나무,
127.03856996,37.629801736,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.020229447,37.615741478,강북구,6.00000000,20.00000000,4.00000000,벚나무,
127.017201778,37.652658484,도봉구,5.00000000,6.00000000,2.00000000,왕벚나무,
127.020722868,37.615604695,강북구,6.00000000,20.00000000,4.00000000,벚나무,
127.020824385,37.615636652,강북구,6.00000000,20.00000000,4.00000000,벚나무,
127.021014501,37.615709992,강북구,6.00000000,20.00000000,4.00000000,벚나무,
127.015301173,37.617104489,강북구,6.00000000,16.00000000,4.00000000,벚나무,
127.034086221,37.613686436,강북구,6.00000000,14.00000000,2.00000000,벚나무,
127.021389026,37.615922453,강북구,8.00000000,20.00000000,4.00000000,벚나무,
127.007207438,37.63886211,강북구,4.00000000,14.00000000,4.00000000,벚나무,
127.013360733,37.640304532,강북구,4.00000000,17.00000000,3.00000000,벚나무,
127.013934817,37.640427042,강북구,5.00000000,17.00000000,5.00000000,벚나무,
127.034637096,37.612629378,강북구,4.00000000,16.00000000,4.00000000,벚나무,
127.041042416,37.629487387,강북구,6.00000000,18.00000000,6.00000000,벚나무,
127.038759371,37.591898893,성북구,5.00000000,9.00000000,3.00000000,벚나무,
127.017428164,37.60278228,성북구,7.00000000,11.00000000,2.00000000,벚나무,
127.03778293,37.632165981,강북구,8.00000000,32.00000000,8.00000000,벚나무,
127.014074865,37.640457821,강북구,4.00000000,15.00000000,5.00000000,벚나무,
127.013480988,37.640331537,강북구,5.00000000,15.00000000,4.00000000,벚나무,
127.014210751,37.640493267,강북구,4.00000000,15.00000000,3.00000000,벚나무,
127.019729558,37.615774505,강북구,6.00000000,22.00000000,6.00000000,벚나무,
127.034855038,37.612218274,강북구,8.00000000,30.00000000,8.00000000,벚나무,
127.007441569,37.63893518,강북구,5.00000000,16.00000000,4.00000000,벚나무,
127.006912483,37.638762251,강북구,5.00000000,14.00000000,4.00000000,벚나무,
127.024098115,37.57964975,성북구,10.00000000,14.00000000,5.00000000,벚나무,
127.037533472,37.632203142,강북구,8.00000000,20.00000000,6.00000000,벚나무,
127.019212145,37.615931982,강북구,4.00000000,20.00000000,4.00000000,벚나무,
127.038102088,37.63183364,강북구,8.00000000,26.00000000,6.00000000,벚나무,
127.034829763,37.612267838,강북구,8.00000000,20.00000000,6.00000000,벚나무,
127.037753247,37.6320664,강북구,8.00000000,20.00000000,4.00000000,벚나무,
127.020155498,37.61574149,강북구,6.00000000,24.00000000,4.00000000,벚나무,
127.020025347,37.615743866,강북구,6.00000000,24.00000000,4.00000000,벚나무,
127.019830125,37.615758017,강북구,8.00000000,26.00000000,4.00000000,벚나무,
127.037473603,37.632239846,강북구,8.00000000,32.00000000,8.00000000,벚나무,
127.038474524,37.629138891,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.015290553,37.617536621,강북구,6.00000000,14.00000000,4.00000000,벚나무,
127.015317966,37.617453141,강북구,6.00000000,12.00000000,2.00000000,벚나무,
127.015317785,37.617362394,강북구,6.00000000,18.00000000,4.00000000,벚나무,
127.015319852,37.617279409,강북구,6.00000000,16.00000000,4.00000000,벚나무,
127.021115481,37.615753955,강북구,6.00000000,24.00000000,4.00000000,벚나무,
127.019984346,37.615591418,강북구,6.00000000,20.00000000,4.00000000,벚나무,
127.020213825,37.615590949,강북구,6.00000000,28.00000000,4.00000000,벚나무,
127.01665402,37.616392619,강북구,4.00000000,16.00000000,4.00000000,벚나무,
127.016571199,37.616402043,강북구,4.00000000,18.00000000,4.00000000,벚나무,
127.015507069,37.616973301,강북구,6.00000000,14.00000000,4.00000000,벚나무,
127.01551909,37.617201939,강북구,6.00000000,16.00000000,2.00000000,벚나무,
127.039740055,37.630501535,강북구,8.00000000,32.00000000,6.00000000,벚나무,
127.041570953,37.629086386,강북구,8.00000000,22.00000000,4.00000000,벚나무,
127.04191373,37.629116824,강북구,8.00000000,18.00000000,6.00000000,벚나무,
127.0203445,37.61558565,강북구,6.00000000,28.00000000,4.00000000,벚나무,
127.039680535,37.63042217,강북구,6.00000000,30.00000000,6.00000000,벚나무,
127.039669137,37.609257966,성북구,5.00000000,32.00000000,7.00000000,벚나무,
127.034921749,37.633650748,강북구,10.00000000,26.00000000,6.00000000,벚나무,
127.017434839,37.616254068,강북구,4.00000000,22.00000000,4.00000000,벚나무,
127.018181039,37.61664171,강북구,4.00000000,14.00000000,2.00000000,벚나무,
127.02107252,37.615917804,강북구,8.00000000,28.00000000,6.00000000,벚나무,
127.021770586,37.615856499,강북구,6.00000000,28.00000000,4.00000000,벚나무,
127.020983774,37.615889584,강북구,6.00000000,26.00000000,4.00000000,벚나무,
127.020912772,37.615854302,강북구,6.00000000,24.00000000,4.00000000,벚나무,
127.02084473,37.615823725,강북구,6.00000000,24.00000000,4.00000000,벚나무,
127.03355006,37.616187076,강북구,6.00000000,12.00000000,4.00000000,벚나무,
127.03378894,37.614594249,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.033545802,37.616304502,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.038519194,37.628985392,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.038605862,37.628918631,강북구,4.00000000,14.00000000,4.00000000,벚나무,
127.038670176,37.628891917,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.038454971,37.629187835,강북구,6.00000000,22.00000000,4.00000000,벚나무,
127.020095668,37.615591991,강북구,6.00000000,22.00000000,4.00000000,벚나무,
127.015367616,37.61885603,강북구,4.00000000,20.00000000,4.00000000,벚나무,
127.015466379,37.618039722,강북구,6.00000000,18.00000000,6.00000000,벚나무,
127.015372124,37.618812708,강북구,4.00000000,22.00000000,4.00000000,벚나무,
127.01536043,37.616492497,강북구,6.00000000,14.00000000,4.00000000,벚나무,
127.015370389,37.618769252,강북구,4.00000000,10.00000000,2.00000000,벚나무,
127.015362409,37.618715514,강북구,4.00000000,12.00000000,2.00000000,벚나무,
127.015469752,37.618296352,강북구,6.00000000,14.00000000,4.00000000,벚나무,
127.03497027,37.611996615,강북구,4.00000000,14.00000000,6.00000000,벚나무,
127.015556193,37.618626115,강북구,4.00000000,14.00000000,4.00000000,벚나무,
127.015570943,37.618691997,강북구,6.00000000,14.00000000,4.00000000,벚나무,
127.020473688,37.615582561,강북구,6.00000000,26.00000000,4.00000000,벚나무,
127.02059956,37.615582538,강북구,6.00000000,26.00000000,4.00000000,벚나무,
127.015202502,37.619193754,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.015464941,37.6181005,강북구,6.00000000,16.00000000,4.00000000,벚나무,
127.015491982,37.616749265,강북구,4.00000000,12.00000000,2.00000000,벚나무,
127.01704742,37.616333738,강북구,8.00000000,16.00000000,4.00000000,벚나무,
127.016970515,37.616345514,강북구,6.00000000,14.00000000,4.00000000,벚나무,
127.041996651,37.62893468,강북구,8.00000000,26.00000000,6.00000000,벚나무,
127.042061377,37.628889669,강북구,8.00000000,24.00000000,6.00000000,벚나무,
127.01526843,37.617623179,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.015582229,37.618746114,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.01558244,37.618810399,강북구,4.00000000,14.00000000,4.00000000,벚나무,
127.015429792,37.619185116,강북구,4.00000000,14.00000000,4.00000000,벚나무,
127.015394261,37.619667429,강북구,4.00000000,14.00000000,4.00000000,벚나무,
127.015411312,37.619823982,강북구,4.00000000,18.00000000,4.00000000,벚나무,
127.015414694,37.619892201,강북구,4.00000000,16.00000000,4.00000000,벚나무,
127.015163379,37.619913429,강북구,6.00000000,16.00000000,4.00000000,벚나무,
127.015155905,37.619850124,강북구,6.00000000,20.00000000,4.00000000,벚나무,
127.015153408,37.61979473,강북구,6.00000000,12.00000000,4.00000000,벚나무,
127.015147828,37.619731517,강북구,6.00000000,16.00000000,4.00000000,벚나무,
127.015137933,37.61966268,강북구,6.00000000,14.00000000,4.00000000,벚나무,
127.021938909,37.615672142,강북구,4.00000000,24.00000000,4.00000000,벚나무,
127.015176043,37.619282958,강북구,4.00000000,14.00000000,2.00000000,벚나무,
127.042508956,37.62868747,강북구,8.00000000,22.00000000,6.00000000,벚나무,
127.033898854,37.614226171,강북구,8.00000000,22.00000000,6.00000000,벚나무,
127.036708631,37.632848495,강북구,8.00000000,18.00000000,6.00000000,벚나무,
127.041903374,37.629012612,강북구,6.00000000,22.00000000,6.00000000,벚나무,
127.042368705,37.628656712,강북구,6.00000000,18.00000000,4.00000000,벚나무,
127.042304707,37.628710588,강북구,6.00000000,24.00000000,4.00000000,벚나무,
127.020770771,37.615790797,강북구,6.00000000,20.00000000,4.00000000,벚나무,
127.020682024,37.615764929,강북구,6.00000000,28.00000000,4.00000000,벚나무,
127.036496589,37.632973822,강북구,8.00000000,26.00000000,6.00000000,벚나무,
127.03957567,37.630496872,강북구,8.00000000,18.00000000,4.00000000,벚나무,
127.039355617,37.630653318,강북구,8.00000000,26.00000000,6.00000000,벚나무,
127.038734492,37.628869651,강북구,4.00000000,12.00000000,2.00000000,벚나무,
127.02173115,37.615667659,강북구,6.00000000,24.00000000,4.00000000,벚나무,
127.015133893,37.619597799,강북구,4.00000000,12.00000000,4.00000000,벚나무,
127.021663746,37.615663689,강북구,6.00000000,20.00000000,4.00000000,벚나무,
127.021792665,37.615668133,강북구,6.00000000,22.00000000,4.00000000,벚나무,
127.021538971,37.615715067,강북구,8.00000000,18.00000000,4.00000000,벚나무,
127.021464197,37.615730046,강북구,8.00000000,20.00000000,4.00000000,벚나무,
127.021347531,37.615741695,강북구,8.00000000,22.00000000,4.00000000,벚나무,
127.021275528,37.615748382,강북구,8.00000000,20.00000000,4.00000000,벚나무,
127.038268559,37.631673043,강북구,8.00000000,38.00000000,6.00000000,벚나무,
127.038263316,37.631850204,강북구,8.00000000,24.00000000,6.00000000,벚나무,
127.036694235,37.632740803,강북구,10.00000000,30.00000000,8.00000000,벚나무,
127.039372986,37.630757474,강북구,6.00000000,22.00000000,6.00000000,벚나무,
127.038957346,37.631074942,강북구,6.00000000,16.00000000,6.00000000,벚나무,
127.039693644,37.63053316,강북구,8.00000000,20.00000000,6.00000000,벚나무,
127.038525698,37.631399349,강북구,8.00000000,22.00000000,6.00000000,벚나무,
127.008170759,37.639091759,강북구,6.00000000,15.00000000,4.00000000,벚나무,
127.035671016,37.63335865,강북구,8.00000000,24.00000000,6.00000000,벚나무,
127.020611028,37.615746118,강북구,6.00000000,24.00000000,4.00000000,벚나무,
127.020090423,37.615746207,강북구,6.00000000,20.00000000,4.00000000,벚나무,
127.007376403,37.63891569,강북구,5.00000000,22.00000000,5.00000000,벚나무,
127.021951023,37.615854114,강북구,4.00000000,20.00000000,2.00000000,벚나무,
127.016890652,37.616359643,강북구,6.00000000,16.00000000,4.00000000,벚나무,
127.016816706,37.616371419,강북구,6.00000000,16.00000000,4.00000000,벚나무,
127.016727968,37.616380844,강북구,6.00000000,18.00000000,4.00000000,벚나무,
127.024915617,37.647699478,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.037249683,37.636860501,도봉구,4.00000000,18.00000000,3.00000000,왕벚나무,
127.052032017,37.655917682,도봉구,5.00000000,10.00000000,4.00000000,왕벚나무,
127.028276292,37.645039437,도봉구,5.00000000,7.00000000,3.00000000,왕벚나무,
127.024309964,37.6599759,도봉구,5.00000000,6.00000000,2.00000000,왕벚나무,
127.019345643,37.650829317,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.050002912,37.655820117,도봉구,6.00000000,7.00000000,2.00000000,왕벚나무,
127.050332284,37.65430742,도봉구,6.00000000,11.00000000,3.00000000,왕벚나무,
127.044830267,37.663260758,도봉구,4.00000000,10.00000000,4.00000000,왕벚나무,
127.05209311,37.655927186,도봉구,6.00000000,13.00000000,5.00000000,왕벚나무,
127.050437276,37.680904793,도봉구,7.00000000,13.00000000,4.00000000,왕벚나무,
127.018853537,37.651238098,도봉구,5.00000000,5.00000000,2.00000000,왕벚나무,
127.050885068,37.685480071,도봉구,5.00000000,12.00000000,4.00000000,왕벚나무,
127.047642845,37.65500094,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.044791273,37.663781707,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.050549265,37.680483021,도봉구,5.00000000,9.00000000,2.00000000,왕벚나무,
127.037701476,37.636522281,도봉구,4.00000000,14.00000000,3.00000000,왕벚나무,
127.037383858,37.632422482,강북구,8.00000000,32.00000000,6.00000000,벚나무,
127.038923994,37.631108802,강북구,6.00000000,12.00000000,4.00000000,벚나무,
127.016325537,37.654062578,도봉구,6.00000000,7.00000000,2.00000000,왕벚나무,
127.048904007,37.688575008,도봉구,4.00000000,12.00000000,3.00000000,왕벚나무,
127.052994633,37.654563563,도봉구,6.00000000,6.00000000,2.00000000,왕벚나무,
127.017133096,37.652951248,도봉구,5.00000000,6.00000000,2.00000000,왕벚나무,
127.050160342,37.664760476,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.033350218,37.64140666,도봉구,7.00000000,10.00000000,3.00000000,왕벚나무,
127.051895732,37.653153947,도봉구,5.00000000,10.00000000,3.00000000,왕벚나무,
127.032012995,37.642506049,도봉구,6.00000000,14.00000000,5.00000000,왕벚나무,
127.049861259,37.656290368,도봉구,5.00000000,5.00000000,3.00000000,왕벚나무,
127.047659195,37.654976985,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.037471725,37.624698411,강북구,6.00000000,12.00000000,8.00000000,벚나무,
127.047251356,37.655593534,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.025497328,37.659071254,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.015377199,37.657136873,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.051095991,37.685539627,도봉구,6.00000000,9.00000000,2.00000000,왕벚나무,
127.033088483,37.64157585,도봉구,7.00000000,15.00000000,5.00000000,왕벚나무,
127.031375132,37.642925673,도봉구,6.00000000,10.00000000,5.00000000,왕벚나무,
127.038243239,37.635552014,도봉구,4.00000000,12.00000000,3.00000000,왕벚나무,
127.016235646,37.653939651,도봉구,6.00000000,7.00000000,1.00000000,왕벚나무,
127.049166386,37.688017759,도봉구,4.00000000,12.00000000,3.00000000,왕벚나무,
127.049910905,37.657655041,도봉구,5.00000000,8.00000000,2.00000000,왕벚나무,
127.046896821,37.656142445,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.034307096,37.639001153,도봉구,6.00000000,17.00000000,5.00000000,왕벚나무,
127.029439499,37.644131803,도봉구,6.00000000,13.00000000,5.00000000,왕벚나무,
127.042248004,37.62875345,강북구,6.00000000,20.00000000,6.00000000,벚나무,
127.042611453,37.628465813,강북구,8.00000000,22.00000000,4.00000000,벚나무,
127.042425252,37.628610142,강북구,6.00000000,24.00000000,4.00000000,벚나무,
127.033648704,37.640555032,도봉구,6.00000000,17.00000000,5.00000000,왕벚나무,
127.026382281,37.658581316,도봉구,5.00000000,6.00000000,1.00000000,왕벚나무,
127.015359923,37.65686488,도봉구,5.00000000,8.00000000,2.00000000,왕벚나무,
127.05104062,37.685272026,도봉구,5.00000000,10.00000000,2.00000000,왕벚나무,
127.038218408,37.635656965,도봉구,4.00000000,12.00000000,3.00000000,왕벚나무,
127.052831704,37.654269281,도봉구,6.00000000,8.00000000,3.00000000,왕벚나무,
127.018229801,37.651857353,도봉구,6.00000000,6.00000000,3.00000000,왕벚나무,
127.051010278,37.685312488,도봉구,5.00000000,10.00000000,3.00000000,왕벚나무,
127.049906097,37.685950685,도봉구,7.00000000,10.00000000,3.00000000,왕벚나무,
127.042550211,37.628509843,강북구,6.00000000,16.00000000,6.00000000,벚나무,
127.04249709,37.628554114,강북구,6.00000000,18.00000000,4.00000000,벚나무,
127.0365607,37.632825796,강북구,8.00000000,26.00000000,6.00000000,벚나무,
127.049700976,37.658321775,도봉구,5.00000000,7.00000000,1.00000000,왕벚나무,
127.0523277,37.653242374,도봉구,5.00000000,11.00000000,3.00000000,왕벚나무,
127.049992486,37.659254586,도봉구,5.00000000,6.00000000,1.00000000,왕벚나무,
127.029817996,37.643905197,도봉구,7.00000000,14.00000000,5.00000000,왕벚나무,
127.034433871,37.638731323,도봉구,6.00000000,8.00000000,5.00000000,왕벚나무,
127.051149344,37.655711806,도봉구,6.00000000,10.00000000,3.00000000,왕벚나무,
127.044833796,37.663199385,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.016727713,37.653230429,도봉구,5.00000000,7.00000000,1.00000000,왕벚나무,
127.050088227,37.664884328,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.050677492,37.681781624,도봉구,5.00000000,11.00000000,3.00000000,왕벚나무,
127.016167356,37.654355165,도봉구,6.00000000,7.00000000,1.00000000,왕벚나무,
127.049983841,37.655874293,도봉구,6.00000000,7.00000000,2.00000000,왕벚나무,
127.015833937,37.655698804,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.050931243,37.65329857,도봉구,8.00000000,13.00000000,3.00000000,왕벚나무,
127.049764859,37.659583642,도봉구,6.00000000,7.00000000,2.00000000,왕벚나무,
127.053113093,37.654591001,도봉구,6.00000000,6.00000000,1.00000000,왕벚나무,
127.018097645,37.651980363,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.024388269,37.64803807,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.015342468,37.656936681,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.049866818,37.65707261,도봉구,6.00000000,7.00000000,2.00000000,왕벚나무,
127.018018825,37.651866638,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.050974331,37.682888959,도봉구,6.00000000,11.00000000,4.00000000,왕벚나무,
127.032082505,37.642460507,도봉구,6.00000000,14.00000000,5.00000000,왕벚나무,
127.034380707,37.638841856,도봉구,5.00000000,18.00000000,3.00000000,왕벚나무,
127.037300328,37.636834607,도봉구,4.00000000,16.00000000,3.00000000,왕벚나무,
127.050712761,37.65539979,도봉구,6.00000000,11.00000000,4.00000000,왕벚나무,
127.018969417,37.650974559,도봉구,5.00000000,6.00000000,2.00000000,왕벚나무,
127.049681217,37.658600274,도봉구,6.00000000,7.00000000,3.00000000,왕벚나무,
127.049195871,37.687897181,도봉구,4.00000000,12.00000000,3.00000000,왕벚나무,
127.050001556,37.659402671,도봉구,5.00000000,6.00000000,2.00000000,왕벚나무,
127.050972843,37.653452444,도봉구,6.00000000,10.00000000,4.00000000,왕벚나무,
127.037815442,37.636406262,도봉구,4.00000000,15.00000000,3.00000000,왕벚나무,
127.05038404,37.685942723,도봉구,6.00000000,10.00000000,2.00000000,왕벚나무,
127.033317484,37.641205214,도봉구,6.00000000,18.00000000,5.00000000,왕벚나무,
127.03502122,37.637715712,도봉구,6.00000000,14.00000000,5.00000000,왕벚나무,
127.034192557,37.639612214,도봉구,7.00000000,9.00000000,3.00000000,왕벚나무,
127.049552077,37.655323887,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.018204222,37.651689066,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.015768758,37.655455048,도봉구,5.00000000,10.00000000,1.00000000,왕벚나무,
127.051131027,37.652770701,도봉구,7.00000000,11.00000000,4.00000000,왕벚나무,
127.05009673,37.654923249,도봉구,6.00000000,13.00000000,4.00000000,왕벚나무,
127.04754905,37.65514467,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.035501726,37.63741401,도봉구,5.00000000,13.00000000,5.00000000,왕벚나무,
127.05196294,37.653166928,도봉구,6.00000000,9.00000000,3.00000000,왕벚나무,
127.017646296,37.652220376,도봉구,5.00000000,7.00000000,1.00000000,왕벚나무,
127.050669459,37.680935441,도봉구,5.00000000,9.00000000,3.00000000,왕벚나무,
127.050681192,37.653515857,도봉구,6.00000000,16.00000000,4.00000000,왕벚나무,
127.047881846,37.668971144,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.050839041,37.653072705,도봉구,5.00000000,10.00000000,2.00000000,왕벚나무,
127.050282443,37.655289188,도봉구,5.00000000,12.00000000,5.00000000,왕벚나무,
127.048545679,37.655089781,도봉구,5.00000000,8.00000000,2.00000000,왕벚나무,
127.038310154,37.635299739,도봉구,4.00000000,14.00000000,3.00000000,왕벚나무,
127.050798082,37.653787179,도봉구,8.00000000,11.00000000,3.00000000,왕벚나무,
127.049912429,37.655429735,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.050783257,37.653702812,도봉구,5.00000000,10.00000000,3.00000000,왕벚나무,
127.050826682,37.685559184,도봉구,5.00000000,11.00000000,3.00000000,왕벚나무,
127.032704084,37.642161082,도봉구,6.00000000,7.00000000,2.00000000,왕벚나무,
127.046481204,37.656919246,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.034266879,37.613341731,강북구,8.00000000,20.00000000,6.00000000,벚나무,
127.049675882,37.657835401,도봉구,7.00000000,7.00000000,3.00000000,왕벚나무,
127.05254049,37.654214421,도봉구,6.00000000,8.00000000,3.00000000,왕벚나무,
127.051124136,37.685163295,도봉구,5.00000000,10.00000000,4.00000000,왕벚나무,
127.050368906,37.654942996,도봉구,6.00000000,11.00000000,2.00000000,왕벚나무,
127.049891396,37.657425805,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.01996402,37.650417396,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.050273909,37.654441766,도봉구,6.00000000,9.00000000,2.00000000,왕벚나무,
127.049850383,37.656461553,도봉구,6.00000000,9.00000000,3.00000000,왕벚나무,
127.049957187,37.65842355,도봉구,6.00000000,10.00000000,2.00000000,왕벚나무,
127.035241987,37.637554537,도봉구,6.00000000,12.00000000,4.00000000,왕벚나무,
127.050344665,37.655312005,도봉구,6.00000000,10.00000000,4.00000000,왕벚나무,
127.032896279,37.641800226,도봉구,7.00000000,14.00000000,5.00000000,왕벚나무,
127.024485552,37.659795785,도봉구,5.00000000,6.00000000,2.00000000,왕벚나무,
127.050961988,37.682014199,도봉구,6.00000000,10.00000000,2.00000000,왕벚나무,
127.018027347,37.652056405,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.05135007,37.684560544,도봉구,5.00000000,8.00000000,3.00000000,왕벚나무,
127.049512753,37.66551475,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.049124347,37.68822457,도봉구,4.00000000,12.00000000,3.00000000,왕벚나무,
127.016193457,37.654014417,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.034151667,37.639703235,도봉구,7.00000000,9.00000000,2.00000000,왕벚나무,
127.02833372,37.644983436,도봉구,5.00000000,7.00000000,3.00000000,왕벚나무,
127.049872145,37.656177686,도봉구,7.00000000,8.00000000,2.00000000,왕벚나무,
127.033599637,37.640659058,도봉구,6.00000000,17.00000000,5.00000000,왕벚나무,
127.028753085,37.644712306,도봉구,5.00000000,6.00000000,2.00000000,왕벚나무,
127.028175946,37.645137082,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.050949214,37.68539311,도봉구,5.00000000,13.00000000,4.00000000,왕벚나무,
127.019185764,37.650788106,도봉구,5.00000000,6.00000000,1.00000000,왕벚나무,
127.015879658,37.655487466,도봉구,5.00000000,7.00000000,3.00000000,왕벚나무,
127.050539077,37.654391589,도봉구,5.00000000,11.00000000,3.00000000,왕벚나무,
127.049680419,37.65535132,도봉구,4.00000000,6.00000000,1.00000000,왕벚나무,
127.049670887,37.657658847,도봉구,7.00000000,9.00000000,2.00000000,왕벚나무,
127.04987296,37.655520005,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.034530307,37.638509194,도봉구,6.00000000,22.00000000,2.00000000,왕벚나무,
127.031677684,37.642866997,도봉구,7.00000000,7.00000000,3.00000000,왕벚나무,
127.049369962,37.665685033,도봉구,4.00000000,10.00000000,3.00000000,왕벚나무,
127.050886286,37.68258345,도봉구,6.00000000,11.00000000,4.00000000,왕벚나무,
127.050226305,37.654580206,도봉구,6.00000000,9.00000000,2.00000000,왕벚나무,
127.015320554,37.65726598,도봉구,6.00000000,6.00000000,1.00000000,왕벚나무,
127.016142887,37.654086368,도봉구,5.00000000,6.00000000,2.00000000,왕벚나무,
127.049660999,37.657533269,도봉구,6.00000000,9.00000000,2.00000000,왕벚나무,
127.034504311,37.638558793,도봉구,5.00000000,10.00000000,4.00000000,왕벚나무,
127.015718296,37.656258694,도봉구,5.00000000,5.00000000,1.00000000,왕벚나무,
127.015782747,37.655343581,도봉구,5.00000000,7.00000000,1.00000000,왕벚나무,
127.052405243,37.656004634,도봉구,6.00000000,11.00000000,4.00000000,왕벚나무,
127.033387021,37.641351387,도봉구,6.00000000,9.00000000,3.00000000,왕벚나무,
127.05032889,37.68052042,도봉구,7.00000000,12.00000000,4.00000000,왕벚나무,
127.015405305,37.656749701,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.027544629,37.658486269,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.030430559,37.643502291,도봉구,7.00000000,13.00000000,5.00000000,왕벚나무,
127.00822178,37.639101163,강북구,5.00000000,14.00000000,3.00000000,벚나무,
127.036537808,37.632945438,강북구,8.00000000,26.00000000,6.00000000,벚나무,
127.01573335,37.655574318,도봉구,5.00000000,8.00000000,2.00000000,왕벚나무,
127.017438334,37.652400556,도봉구,6.00000000,6.00000000,2.00000000,왕벚나무,
127.051193054,37.653502721,도봉구,6.00000000,7.00000000,3.00000000,왕벚나무,
127.026942984,37.646264822,도봉구,5.00000000,7.00000000,3.00000000,왕벚나무,
127.051542124,37.684325195,도봉구,5.00000000,10.00000000,3.00000000,왕벚나무,
127.033399267,37.641049169,도봉구,6.00000000,18.00000000,5.00000000,왕벚나무,
127.049869428,37.656236192,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.025189883,37.647532597,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.042666947,37.628420104,강북구,6.00000000,31.00000000,5.00000000,벚나무,
127.041671163,37.629069845,강북구,6.00000000,20.00000000,6.00000000,벚나무,
127.029377419,37.64417301,도봉구,6.00000000,12.00000000,5.00000000,왕벚나무,
127.01956912,37.650486587,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.051444366,37.683790621,도봉구,7.00000000,10.00000000,3.00000000,왕벚나무,
127.027560943,37.645736555,도봉구,5.00000000,7.00000000,2.00000000,왕벚나무,
127.018932993,37.651007876,도봉구,5.00000000,6.00000000,1.00000000,왕벚나무,
127.034986366,37.661558445,도봉구,5.00000000,9.00000000,2.00000000,왕벚나무,
127.051723961,37.653113316,도봉구,6.00000000,10.00000000,3.00000000,왕벚나무,
127.018532735,37.651371512,도봉구,5.00000000,6.00000000,3.00000000,왕벚나무,
127.051374293,37.683527367,도봉구,5.00000000,10.00000000,2.00000000,왕벚나무,
127.030658103,37.643354164,도봉구,7.00000000,14.00000000,5.00000000,왕벚나무,
