fid,tht_hg,bht_dm,wtrtb_bt,wdpt_nm,wdpt_cd,lng,lat
"9180",12,33,8,양버즘나무,PTA,127.010976693,37.492719568
"9181",9,24,5,양버즘나무,PTA,127.027506687,37.48988541
"9182",5,10,1,은행나무,GB,126.988280863,37.463162708
"9183",4,15,1,은행나무,GB,127.047107669,37.468846055
"9184",9,32,10,양버즘나무,PTA,127.009246068,37.511754728
"9185",6,17,5,은행나무,GB,127.041808307,37.472680032
"9186",5,18,4,느티나무,ZS,127.046184398,37.468223621
"9187",6,22,5,느티나무,ZS,126.982336501,37.476308252
"9188",8,25,6,느티나무,ZS,127.082248599,37.463602276
"9189",0,11,0,느티나무,ZS,127.028991339,37.483988239
"9190",8,22,7,양버즘나무,PTA,127.0384587,37.475696649
"9191",10,26,4,양버즘나무,PTA,127.035949198,37.476395613
"9192",0,8,0,느티나무,ZS,127.0205624,37.482811814
"9193",7,39,10,느티나무,ZS,127.082078327,37.462770111
"9194",6,13,4,은행나무,GB,127.046262512,37.467779461
"9195",8,29,5,양버즘나무,PTA,127.02310982,37.499468695
"9196",4,13,2,은행나무,GB,127.02497596,37.469954244
"9197",7,25,4,양버즘나무,PTA,127.032085252,37.474469211
"9198",5,23,7,느티나무,ZS,126.984549385,37.475930022
"9199",6,8,2,은행나무,GB,127.046795698,37.459877614
"9200",13,27,8,양버즘나무,PTA,126.982244538,37.483211232
"9201",13,38,5,양버즘나무,PTA,127.004468547,37.498830251
"9202",6,18,5,은행나무,GB,126.98832755,37.463375796
"9203",8,14,5,느티나무,ZS,127.058870557,37.457754094
"9204",4,24,5,느티나무,ZS,127.043961222,37.466024934
"9205",7,13,3,은행나무,GB,127.052158614,37.451509387
"9206",12,24,6,양버즘나무,PTA,126.986701008,37.505024578
"9207",6,35,7,느티나무,ZS,127.022469264,37.460461789
"9208",8,33,6,은행나무,GB,127.042219952,37.473050954
"9209",6,21,3,느티나무,ZS,127.045813681,37.462834732
"9210",5,10,2,메타세쿼이아,TB,126.996413983,37.473679787
"9211",8,24,8,양버즘나무,PTA,127.036932008,37.468828971
"9212",4,12,4,은행나무,GB,127.012227463,37.482878493
"9213",15,13,6,양버즘나무,PTA,127.004147188,37.49869811
"9214",11,35,7,양버즘나무,PTA,127.009063289,37.492402118
"9215",8,25,10,회화나무,STJ,127.010474556,37.503661943
"9216",8,55,12,느티나무,ZS,127.089583094,37.463333384
"9217",7,29,5,은행나무,GB,127.02678496,37.471287312
"9218",4,6,2,왕벚나무,PS,127.056319768,37.446659625
"9219",7,21,4,양버즘나무,PTA,127.037722969,37.477526136
"9220",5,17,5,느티나무,ZS,127.0482267,37.469705918
"9221",6,14,3,은행나무,GB,127.044182649,37.466224122
"9222",10,22,8,양버즘나무,PTA,127.001293347,37.476172584
"9223",11,31,6,양버즘나무,PTA,126.984506921,37.490809479
"9224",9,22,6,양버즘나무,PTA,127.03422724,37.466434235
"9225",7,20,7,느티나무,ZS,127.044460259,37.478029317
"9226",10,14,4,은행나무,GB,127.015140601,37.518749732
"9227",0,8,0,느티나무,ZS,127.038611984,37.485041157
"9228",10,24,5,양버즘나무,PTA,127.010833024,37.484073204
"9229",10,35,10,양버즘나무,PTA,126.996298159,37.499126714
"9230",8,30,7,느티나무,ZS,127.070076928,37.456663672
"9231",9,26,7,은행나무,GB,127.017882312,37.482735321
"9232",15,29,7,양버즘나무,PTA,126.997605749,37.504068138
"9233",10,33,8,양버즘나무,PTA,127.010538547,37.485593532
"9234",13,53,12,가중나무,AA,127.008212327,37.514785347
"9235",12,34,6,양버즘나무,PTA,126.999523211,37.50464691
"9236",9,34,9,양버즘나무,PTA,127.001676205,37.475575837
"9237",8,18,6,은행나무,GB,126.993361059,37.493754557
"9238",13,44,12,가중나무,AA,127.012019697,37.518786542
"9239",7,24,4,느티나무,ZS,127.002060236,37.504034629
"9240",5,19,5,느티나무,ZS,127.043860639,37.466536762
"9241",7,25,6,양버즘나무,PTA,127.012627091,37.510176102
"9242",5,10,2,메타세쿼이아,TB,126.993201503,37.474003939
"9243",7,12,2,메타세쿼이아,TB,126.994960136,37.473733787
"9244",7,14,3,양버즘나무,PTA,127.015546092,37.520275263
"9245",10,37,10,양버즘나무,PTA,126.996368375,37.499155167
"9246",7,41,8,느티나무,ZS,127.081892501,37.461937487
"9247",6,28,5,느티나무,ZS,126.987390732,37.485934933
"9248",10,17,4,느티나무,ZS,127.04214577,37.466099101
"9249",8,19,3,양버즘나무,PTA,127.014467436,37.484542835
"9250",7,14,2,은행나무,GB,127.003074119,37.508667569
"9251",7,16,5,은행나무,GB,127.045337319,37.472095915
"9252",7,24,5,은행나무,GB,127.042991005,37.474221009
"9253",4,6,2,왕벚나무,PS,127.057361021,37.445741735
"9254",7,30,7,은행나무,GB,127.049828399,37.47248315
"9255",5,10,2,메타세쿼이아,TB,126.99351778,37.473656616
"9256",7,15,3,양버즘나무,PTA,127.035999142,37.476248087
"9257",9,20,9,양버즘나무,PTA,127.000365505,37.477603446
"9258",9,28,7,메타세쿼이아,TB,127.037989413,37.475307744
"9259",12,38,8,양버즘나무,PTA,127.009245407,37.492183336
"9260",13,29,6,양버즘나무,PTA,127.02204551,37.496352014
"9261",7,24,4,양버즘나무,PTA,127.033996691,37.468458703
"9262",5,19,4,양버즘나무,PTA,127.016673596,37.484640911
"9263",9,31,8,느티나무,ZS,127.017554805,37.485405099
"9264",9,20,3,양버즘나무,PTA,127.018381919,37.500701818
"9265",5,17,4,느티나무,ZS,127.041444975,37.466814135
"9266",12,37,12,가중나무,AA,127.008712919,37.515273195
"9267",11,38,8,양버즘나무,PTA,127.009670623,37.488164116
"9268",9,17,5,양버즘나무,PTA,127.013703568,37.484605497
"9269",8,21,5,양버즘나무,PTA,127.013549424,37.511322053
"9270",15,41,12,가중나무,AA,127.007227827,37.51382663
"9271",9,26,10,양버즘나무,PTA,126.994303056,37.486502855
"9272",13,43,8,양버즘나무,PTA,127.007106403,37.49343552
"9273",12,42,10,가중나무,AA,127.006034585,37.512981753
"9274",10,26,10,양버즘나무,PTA,126.995213925,37.48544404
"9275",12,26,8,양버즘나무,PTA,127.037835638,37.480163179
"9276",10,17,5,양버즘나무,PTA,127.003657858,37.482482668
"9277",8,15,2,양버즘나무,PTA,127.023708518,37.481665313
"9278",10,27,6,양버즘나무,PTA,126.992513696,37.481875601
"9279",8,30,7,양버즘나무,PTA,127.013320294,37.512124111
"9280",5,10,2,메타세쿼이아,TB,127.000991519,37.474539083
"9281",12,36,7,양버즘나무,PTA,127.009371571,37.492495832
"9282",8,33,5,양버즘나무,PTA,127.015684145,37.488630848
"9283",9,27,5,양버즘나무,PTA,127.030972747,37.489250708
"9284",9,26,5,양버즘나무,PTA,127.004841568,37.48218279
"9285",6,11,2,은행나무,GB,127.065955845,37.434761332
"9286",13,41,12,양버즘나무,PTA,127.020486494,37.512445935
"9287",5,10,2,메타세쿼이아,TB,127.006087297,37.476973576
"9288",4,26,5,느티나무,ZS,126.982414527,37.476314631
"9289",8,17,5,양버즘나무,PTA,127.038450989,37.472797153
"9290",5,14,3,은행나무,GB,127.057275591,37.445627187
"9291",13,44,12,가중나무,AA,127.013591822,37.519533453
"9292",10,37,4,양버즘나무,PTA,127.038681552,37.476027722
"9293",8,31,6,느티나무,ZS,127.047664538,37.462190525
"9294",13,27,10,양버즘나무,PTA,127.036803665,37.481539452
"9295",9,27,5,메타세쿼이아,TB,127.029708041,37.472806703
"9296",7,27,6,은행나무,GB,126.994129752,37.480200316
"9297",5,10,2,메타세쿼이아,TB,127.002366278,37.475525232
"9298",13,30,10,양버즘나무,PTA,126.999593572,37.508695553
"9299",7,37,7,느티나무,ZS,127.011285198,37.493149647
"9300",10,46,4,양버즘나무,PTA,127.024011147,37.504949527
"9301",6,13,3,은행나무,GB,127.05639948,37.44658444
"9302",6,24,6,칠엽수,AC,127.013318778,37.495922954
"9303",17,32,4,양버즘나무,PTA,127.04135762,37.480325924
"9304",6,25,3,은행나무,GB,127.044783124,37.472631215
"9305",8,26,4,메타세쿼이아,TB,127.036674171,37.462226353
"9306",10,21,4,양버즘나무,PTA,127.033903496,37.475245849
"9307",5,14,4,은행나무,GB,127.025113461,37.470107888
"9308",5,22,5,느티나무,ZS,126.988846113,37.486138394
"9309",10,35,12,양버즘나무,PTA,126.995597592,37.48448698
"9310",8,20,4,은행나무,GB,127.005796918,37.510187916
"9311",10,19,4,양버즘나무,PTA,127.006652697,37.478046763
"9312",7,16,5,은행나무,GB,126.989618083,37.478651536
"9313",0,9,0,느티나무,ZS,127.027477963,37.483475291
"9314",7,22,8,양버즘나무,PTA,127.02482936,37.497103906
"9315",4,14,3,은행나무,GB,127.012997754,37.481295804
"9316",0,9,0,느티나무,ZS,127.015204107,37.481463143
"9317",5,13,2,은행나무,GB,127.024571973,37.46934186
"9318",12,28,6,양버즘나무,PTA,126.987869995,37.496687811
"9319",7,24,5,은행나무,GB,127.044181352,37.474335126
"9320",11,26,7,양버즘나무,PTA,127.038773609,37.479128017
"9321",8,28,6,느티나무,ZS,127.060890272,37.456887419
"9322",7,10,3,은행나무,GB,126.988325301,37.465514394
"9323",9,34,4,느티나무,ZS,127.081524521,37.460043357
"9324",6,15,3,은행나무,GB,127.047399845,37.47482843
"9325",5,13,4,느티나무,ZS,127.023503299,37.483250666
"9326",9,32,4,양버즘나무,PTA,127.006218487,37.479329115
"9327",5,8,3,느티나무,ZS,127.048995116,37.47026703
"9328",14,21,4,양버즘나무,PTA,127.022083571,37.486526344
"9329",9,22,6,양버즘나무,PTA,127.03845443,37.473776913
"9330",12,25,12,가중나무,AA,127.010073478,37.516926386
"9331",9,30,5,양버즘나무,PTA,127.005260085,37.482788261
"9332",12,26,10,양버즘나무,PTA,126.998801764,37.509296703
"9333",8,26,6,양버즘나무,PTA,127.027727817,37.488464007
"9334",15,20,8,양버즘나무,PTA,127.023947716,37.482660614
"9335",12,15,7,양버즘나무,PTA,127.038644067,37.479283841
"9336",12,33,10,양버즘나무,PTA,127.004788834,37.482901213
"9337",11,40,8,양버즘나무,PTA,127.01199394,37.48336615
"9338",5,12,2,메타세쿼이아,TB,127.003629538,37.47613354
"9339",12,33,10,양버즘나무,PTA,127.000248236,37.50631496
"9340",7,17,2,양버즘나무,PTA,127.013814336,37.48446737
"9341",11,30,6,양버즘나무,PTA,127.013541946,37.511378009
"9342",10,26,10,양버즘나무,PTA,126.991232091,37.491795983
"9343",14,23,3,양버즘나무,PTA,127.037398165,37.481572407
"9344",9,21,7,양버즘나무,PTA,126.992713589,37.489403788
"9345",9,32,10,양버즘나무,PTA,127.024932941,37.503097773
"9346",13,37,12,가중나무,AA,127.014358337,37.519921106
"9347",8,30,8,양버즘나무,PTA,127.008537095,37.503970025
"9348",5,8,2,메타세쿼이아,TB,126.996007602,37.473685755
"9349",10,31,6,은행나무,GB,127.003708124,37.482470736
"9350",8,30,7,느티나무,ZS,127.069876135,37.456601285
"9351",11,19,6,양버즘나무,PTA,126.987089056,37.490676735
"9352",11,27,5,양버즘나무,PTA,127.016351032,37.488983148
"9353",8,13,6,은행나무,GB,126.993672411,37.49379944
"9354",11,27,10,양버즘나무,PTA,127.006077663,37.510248824
"9355",7,11,2,은행나무,GB,127.036318948,37.461171041
"9356",6,18,2,은행나무,GB,127.046753668,37.459617768
"9357",10,29,8,메타세쿼이아,TB,127.030060414,37.47231779
"9358",11,20,5,양버즘나무,PTA,126.990649973,37.484947848
"9359",11,33,10,양버즘나무,PTA,127.013712743,37.494259509
"9360",12,31,7,양버즘나무,PTA,127.008401482,37.49192607
"9361",7,14,2,메타세쿼이아,TB,127.012787955,37.508622592
"9362",7,22,4,은행나무,GB,127.031498277,37.474177499
"9363",4,11,4,은행나무,GB,127.028349954,37.472455212
"9364",12,21,5,양버즘나무,PTA,127.00487652,37.490007112
"9365",8,21,4,메타세쿼이아,TB,127.036823334,37.46209124
"9366",12,31,8,양버즘나무,PTA,126.991076794,37.491670363
"9367",9,19,4,양버즘나무,PTA,127.003835358,37.484811628
"9368",13,37,7,느티나무,ZS,127.03313221,37.484563336
"9369",5,10,2,메타세쿼이아,TB,126.998965477,37.473779893
"9370",16,28,6,양버즘나무,PTA,127.03612573,37.482212874
"9371",8,25,5,양버즘나무,PTA,127.019181209,37.489841011
"9372",10,28,6,양버즘나무,PTA,127.038955027,37.477056752
"9373",12,28,5,양버즘나무,PTA,127.018484947,37.510105936
"9374",8,17,4,양버즘나무,PTA,127.032957757,37.47491887
"9375",6,30,5,양버즘나무,PTA,126.990126449,37.478890521
"9376",10,26,6,양버즘나무,PTA,126.987577116,37.489722337
"9377",7,19,4,양버즘나무,PTA,127.040899869,37.46794428
"9378",13,11,2,은행나무,GB,127.013806731,37.519649412
"9379",4,29,8,느티나무,ZS,126.988724655,37.486260119
"9380",7,24,4,느티나무,ZS,127.055502314,37.459198496
"9381",6,24,6,느티나무,ZS,127.04718248,37.462584508
"9382",6,36,6,느티나무,ZS,127.021420674,37.460501477
"9383",5,18,2,느티나무,ZS,127.047221955,37.468965904
"9384",5,19,3,느티나무,ZS,127.043425674,37.466213555
"9385",12,39,8,양버즘나무,PTA,127.011847014,37.483647686
"9386",15,38,8,양버즘나무,PTA,126.982267959,37.484023944
"9387",5,24,6,느티나무,ZS,126.986649397,37.485998443
"9388",5,12,3,은행나무,GB,127.055627604,37.447471506
"9389",9,12,1,은행나무,GB,127.011536902,37.512837809
"9390",6,11,3,회화나무,STJ,127.010852527,37.50299823
"9391",12,55,8,양버즘나무,PTA,127.014885162,37.494195989
"9392",13,40,8,양버즘나무,PTA,126.992310226,37.482183383
"9393",7,20,8,회화나무,STJ,127.010881226,37.48566436
"9394",9,19,5,은행나무,GB,127.044305744,37.478601383
"9395",5,17,3,느티나무,ZS,126.987278726,37.475338689
"9396",12,17,8,양버즘나무,PTA,127.023738866,37.481895623
"9397",8,25,7,느티나무,ZS,127.059573459,37.457080859
"9398",6,12,4,은행나무,GB,127.04686893,37.475227379
"9399",9,22,6,느티나무,ZS,127.065852346,37.455459217
"9400",12,37,12,가중나무,AA,127.010901337,37.516952602
"9401",6,24,4,양버즘나무,PTA,127.014373818,37.490561839
"9402",7,12,3,양버즘나무,PTA,127.037465099,37.477333279
"9403",5,8,3,단풍나무,MP,126.985673671,37.485918624
"9404",6,33,5,느티나무,ZS,127.04872968,37.462107316
"9405",8,36,8,메타세쿼이아,TB,127.027317041,37.466633486
"9406",11,23,8,양버즘나무,PTA,127.006177797,37.510297302
"9407",10,20,4,양버즘나무,PTA,126.982048091,37.480099607
"9408",6,35,8,느티나무,ZS,127.026168854,37.460049445
"9409",13,27,12,느티나무,ZS,127.091882494,37.463848977
"9410",9,44,12,느티나무,ZS,127.084730647,37.461736566
"9411",13,30,12,느티나무,ZS,127.091783522,37.463820716
"9412",13,21,4,양버즘나무,PTA,127.040245285,37.479138231
"9413",12,34,12,가중나무,AA,127.010933239,37.517455841
"9414",11,29,7,양버즘나무,PTA,126.992486349,37.489394288
"9415",8,18,4,느티나무,ZS,127.03852905,37.469504241
"9416",7,22,6,양버즘나무,PTA,127.032198597,37.470384349
"9417",9,35,9,양버즘나무,PTA,126.999057611,37.4795664
"9418",12,43,12,가중나무,AA,127.006523322,37.513457169
"9419",16,21,5,양버즘나무,PTA,127.02950339,37.485162374
"9420",10,31,8,양버즘나무,PTA,127.03215614,37.470194079
"9421",6,14,3,메타세쿼이아,TB,127.018160502,37.510250857
"9422",8,28,12,양버즘나무,PTA,127.012043894,37.499045898
"9423",9,17,3,은행나무,GB,127.002953223,37.482318793
"9424",10,23,6,양버즘나무,PTA,127.000868653,37.476376113
"9425",12,36,8,양버즘나무,PTA,127.019108794,37.516806453
"9426",7,12,3,은행나무,GB,126.994688549,37.49385928
"9427",8,24,7,양버즘나무,PTA,127.038418186,37.471586125
"9428",5,10,4,단풍나무,MP,126.992498709,37.487482352
"9429",10,34,8,양버즘나무,PTA,127.00562384,37.506547618
"9430",13,28,6,양버즘나무,PTA,127.00484945,37.498017553
"9431",7,24,5,양버즘나무,PTA,126.990373775,37.478993605
"9432",7,14,4,은행나무,GB,126.993038315,37.493621884
"9433",12,28,10,양버즘나무,PTA,126.985748069,37.50453592
"9434",12,26,6,양버즘나무,PTA,127.006546586,37.506828527
"9435",12,29,7,양버즘나무,PTA,127.006616316,37.491375309
"9436",13,44,12,가중나무,AA,127.009680165,37.516224663
"9437",13,28,7,양버즘나무,PTA,127.0375047,37.480614613
"9438",10,31,6,양버즘나무,PTA,126.987697837,37.491696364
"9460",6,30,6,칠엽수,AC,127.013257181,37.496157439
"9439",8,25,6,양버즘나무,PTA,127.038884805,37.477204988
"9440",12,36,7,양버즘나무,PTA,127.012534736,37.493467235
"9441",6,16,4,양버즘나무,PTA,127.041930936,37.466950608
"9442",8,22,5,양버즘나무,PTA,127.026159759,37.493099502
"9443",17,22,5,양버즘나무,PTA,127.029494531,37.485198346
"9444",8,22,4,양버즘나무,PTA,127.013187663,37.513869894
"9445",8,18,3,은행나무,GB,126.991542849,37.490916574
"9446",10,26,5,양버즘나무,PTA,127.000464283,37.481769683
"9447",15,46,6,양버즘나무,PTA,127.007967332,37.490893205
"9448",11,31,8,양버즘나무,PTA,126.992078465,37.502510704
"9449",8,22,3,양버즘나무,PTA,127.012696117,37.513614232
"9450",10,29,9,양버즘나무,PTA,127.006238127,37.478903742
"9451",7,24,4,양버즘나무,PTA,127.032978998,37.474772011
"9452",10,26,6,양버즘나무,PTA,127.015531651,37.519814954
"9453",12,32,10,양버즘나무,PTA,126.985635617,37.504252839
"9454",9,20,3,양버즘나무,PTA,127.013569716,37.514382035
"9455",12,41,12,양버즘나무,PTA,126.985215679,37.498827133
"9456",4,8,2,느티나무,ZS,126.982921555,37.485354246
"9457",10,24,5,양버즘나무,PTA,127.01665175,37.509797422
"9458",7,26,8,느티나무,ZS,127.00400611,37.49160136
"9459",7,12,3,은행나무,GB,126.995398733,37.493961998
"9461",5,11,3,왕벚나무,PS,127.035272077,37.478262486
"9462",6,32,6,느티나무,ZS,126.985219637,37.476186053
"9463",14,24,4,양버즘나무,PTA,127.023622784,37.481570633
"9464",3,25,6,은행나무,GB,127.025974938,37.500791659
"9465",9,17,4,양버즘나무,PTA,126.99254742,37.489672076
"9466",8,23,7,양버즘나무,PTA,127.007702691,37.511026376
"9467",11,34,6,양버즘나무,PTA,126.983769851,37.490957275
"9468",9,28,5,양버즘나무,PTA,127.025471274,37.494547623
"9469",8,23,7,느티나무,ZS,127.060766499,37.456567855
"9470",8,17,4,메타세쿼이아,TB,127.029967503,37.472760434
"9471",5,10,2,메타세쿼이아,TB,127.001582173,37.474821622
"9472",4,12,2,메타세쿼이아,TB,127.018620342,37.482465552
"9473",8,25,7,메타세쿼이아,TB,127.027022584,37.466341826
"9474",6,37,8,느티나무,ZS,127.024183599,37.460394975
"9475",13,23,6,양버즘나무,PTA,127.02398733,37.487344702
"9476",6,16,6,은행나무,GB,127.042884999,37.470740661
"9477",11,30,6,양버즘나무,PTA,126.986182538,37.49110267
"9478",7,33,5,양버즘나무,PTA,126.988945593,37.478306204
"9479",7,18,4,은행나무,GB,127.04860079,37.469920425
"9480",8,32,5,양버즘나무,PTA,127.024537277,37.491470689
"9481",12,33,6,양버즘나무,PTA,126.982022295,37.479562397
"9482",0,9,0,느티나무,ZS,127.020146263,37.482474561
"9483",6,15,4,은행나무,GB,127.048295176,37.457024017
"9484",6,29,6,느티나무,ZS,127.010566661,37.456619262
"9485",10,13,2,은행나무,GB,127.044281294,37.478655551
"9486",11,12,1,메타세쿼이아,TB,127.044234321,37.478059655
"9487",6,15,3,은행나무,GB,127.042579815,37.470531144
"9488",12,30,8,양버즘나무,PTA,127.010837747,37.492674405
"9489",0,9,0,느티나무,ZS,127.008057142,37.478303277
"9490",8,24,7,칠엽수,AC,127.010546809,37.504184075
"9491",7,11,2,은행나무,GB,127.036010749,37.460943195
"9492",7,24,6,양버즘나무,PTA,127.033825523,37.468646123
"9493",6,26,7,은행나무,GB,127.045088096,37.474932431
"9494",6,45,8,느티나무,ZS,127.024268536,37.460392121
"9495",13,15,4,느티나무,ZS,127.038360657,37.480014329
"9496",12,20,7,양버즘나무,PTA,127.03813041,37.480598715
"9497",10,29,2,양버즘나무,PTA,127.013706113,37.502731813
"9498",8,27,3,은행나무,GB,126.986825848,37.501503529
"9499",6,27,6,느티나무,ZS,127.049616462,37.461352592
"9500",9,21,7,은행나무,GB,127.016724933,37.515148625
"9501",8,24,5,메타세쿼이아,TB,127.029637267,37.469533569
"9502",12,36,12,가중나무,AA,127.007300348,37.514215052
"9503",9,31,8,양버즘나무,PTA,127.038871512,37.472818456
"9504",4,12,2,은행나무,GB,127.012771039,37.481767529
"9505",10,33,10,양버즘나무,PTA,126.994268393,37.486545013
"9506",7,11,3,메타세쿼이아,TB,127.041600851,37.478134244
"9507",6,18,5,은행나무,GB,127.051866072,37.452376852
"9508",9,26,8,메타세쿼이아,TB,127.036407821,37.474319436
"9509",12,9,2,은행나무,GB,127.015605408,37.520810399
"9510",11,40,6,양버즘나무,PTA,126.984601924,37.490945069
"9511",7,13,4,은행나무,GB,127.035235521,37.459978199
"9512",5,26,10,양버즘나무,PTA,127.014531007,37.489669956
"9513",9,27,9,양버즘나무,PTA,126.996784203,37.483015035
"9514",6,14,3,메타세쿼이아,TB,126.99506149,37.473446295
"9515",11,25,6,양버즘나무,PTA,126.983952578,37.490957502
"9516",10,33,12,양버즘나무,PTA,126.999518211,37.481797466
"9517",11,35,7,양버즘나무,PTA,126.988439802,37.501751798
"9518",7,20,5,양버즘나무,PTA,126.992375337,37.482261173
"9519",11,26,4,양버즘나무,PTA,126.986494714,37.501636243
"9520",5,10,2,메타세쿼이아,TB,126.999890141,37.47407783
"9521",6,24,5,양버즘나무,PTA,126.987905661,37.478023241
"9522",10,33,8,양버즘나무,PTA,126.998330913,37.480650654
"9523",12,41,12,양버즘나무,PTA,127.00445177,37.488705294
"9524",10,28,4,양버즘나무,PTA,127.005267497,37.481298869
"9525",10,23,5,양버즘나무,PTA,126.998889747,37.479430407
"9526",10,14,5,양버즘나무,PTA,127.016022496,37.488883878
"9527",7,27,6,느티나무,ZS,127.051684459,37.460463682
"9528",14,25,6,양버즘나무,PTA,127.036502204,37.481921041
"9529",8,19,6,양버즘나무,PTA,127.032923448,37.469376412
"9530",9,24,8,느티나무,ZS,127.034866943,37.484417237
"9531",12,24,8,양버즘나무,PTA,127.038067218,37.48058496
"9532",9,22,7,양버즘나무,PTA,127.038929959,37.472454469
"9533",7,16,4,은행나무,GB,127.048999801,37.470217727
"9534",7,15,5,느티나무,ZS,127.00998958,37.512091589
"9535",5,12,3,은행나무,GB,126.990927176,37.493077871
"9536",7,20,4,양버즘나무,PTA,127.035029809,37.475571104
"9537",9,15,5,은행나무,GB,127.013632404,37.51507584
"9538",7,17,5,은행나무,GB,127.048770488,37.473502401
"9539",5,10,2,메타세쿼이아,TB,126.98551724,37.476100053
"9540",12,21,5,양버즘나무,PTA,127.016560914,37.501158632
"9541",7,21,5,양버즘나무,PTA,126.992755567,37.481671852
"9542",8,24,5,회화나무,STJ,127.010637826,37.503355469
"9543",8,25,6,양버즘나무,PTA,127.030270043,37.489034579
"9544",8,37,8,양버즘나무,PTA,127.009080153,37.489391039
"9545",3,14,4,느티나무,ZS,126.982839656,37.48563139
"9546",8,22,4,메타세쿼이아,TB,127.030099717,37.470238985
"9547",7,27,8,은행나무,GB,126.998336547,37.499165705
"9548",9,28,5,양버즘나무,PTA,127.027060795,37.49122078
"9549",8,31,8,느티나무,ZS,127.06056329,37.456656854
"9550",7,17,5,은행나무,GB,127.04459507,37.467027432
"9551",6,15,4,은행나무,GB,127.057995472,37.444300982
"9552",12,33,12,양버즘나무,PTA,126.985293732,37.498842566
"9553",11,30,6,양버즘나무,PTA,126.982997937,37.494930291
"9554",10,32,7,양버즘나무,PTA,127.006520849,37.493847368
"9555",5,25,5,느티나무,ZS,127.04485103,37.463700078
"9556",4,13,3,은행나무,GB,127.012288491,37.481966482
"9557",9,19,4,양버즘나무,PTA,127.017049913,37.485273863
"9558",8,29,8,메타세쿼이아,TB,127.035548459,37.473917866
"9559",10,18,5,양버즘나무,PTA,127.019862902,37.485842559
"9560",7,8,1,은행나무,GB,127.037236435,37.459921665
"9561",13,14,3,은행나무,GB,126.98308834,37.496025533
"9562",6,11,4,은행나무,GB,127.067875733,37.432846473
"9563",10,27,7,양버즘나무,PTA,127.014882921,37.518049639
"9564",4,13,3,회화나무,STJ,127.016812356,37.520564535
"9565",9,24,5,느티나무,ZS,127.078065499,37.459251215
"9566",9,17,6,양버즘나무,PTA,127.034127424,37.466260193
"9567",7,21,5,은행나무,GB,127.046715455,37.472294788
"9568",6,20,4,은행나무,GB,127.044710933,37.475685114
"9569",11,32,6,양버즘나무,PTA,127.004989986,37.497740495
"9570",12,36,7,메타세쿼이아,TB,127.040433801,37.474378972
"9571",9,24,10,양버즘나무,PTA,127.01384938,37.502709379
"9572",8,31,5,느티나무,ZS,127.02459064,37.503740325
"9573",6,14,3,은행나무,GB,127.043060384,37.470740868
"9574",15,29,7,양버즘나무,PTA,127.004537826,37.497873522
"9575",9,27,5,느티나무,ZS,127.077620204,37.459108797
"9576",8,35,5,양버즘나무,PTA,126.987339071,37.477500773
"9577",13,50,12,가중나무,AA,127.010884997,37.517409051
"9578",10,24,10,양버즘나무,PTA,126.999498755,37.478488965
"9579",11,26,12,느티나무,ZS,127.031829067,37.482291212
"9580",7,26,7,은행나무,GB,127.043169315,37.473672382
"9581",7,8,2,은행나무,GB,127.036584418,37.460339236
"9582",11,32,7,느티나무,ZS,127.083729524,37.461417242
"9583",5,8,3,왕벚나무,PS,127.052172258,37.451745139
"9584",6,15,3,은행나무,GB,127.049319092,37.455938324
"9585",7,13,3,은행나무,GB,127.010458624,37.512561136
"9586",8,19,5,느티나무,ZS,127.022025146,37.501375258
"9587",13,32,5,양버즘나무,PTA,127.004586126,37.498556141
"9588",12,52,12,가중나무,AA,127.005633677,37.512266253
"9589",8,24,6,양버즘나무,PTA,127.029516942,37.48900512
"9590",8,23,5,느티나무,ZS,127.078188719,37.4594971
"9591",13,28,12,가중나무,AA,127.007111415,37.513712993
"9592",9,27,4,양버즘나무,PTA,127.003987492,37.485717527
"9593",5,20,3,느티나무,ZS,126.984995849,37.475890587
"9594",4,6,2,왕벚나무,PS,127.056377599,37.446615337
"9595",4,18,4,느티나무,ZS,126.990302892,37.486581839
"9596",9,17,3,은행나무,GB,126.988175653,37.49658312
"9597",7,15,5,은행나무,GB,127.044597373,37.47451008
"9598",15,26,6,양버즘나무,PTA,127.037690328,37.48030027
"9599",9,23,9,양버즘나무,PTA,127.000256078,37.477771423
"9600",13,38,6,양버즘나무,PTA,126.99720199,37.503948561
"9601",12,13,3,느티나무,ZS,127.03607943,37.482902758
"9602",9,53,12,양버즘나무,PTA,127.023945227,37.505160847
"9603",9,24,6,양버즘나무,PTA,127.038886028,37.477329505
"9604",9,30,5,양버즘나무,PTA,127.024218299,37.491221433
"9605",9,23,5,양버즘나무,PTA,127.027405055,37.490491842
"9606",12,35,6,양버즘나무,PTA,126.988993224,37.494949053
"9607",4,35,10,양버즘나무,PTA,127.026982872,37.498804405
"9608",9,18,5,양버즘나무,PTA,127.013650182,37.484593454
"9609",11,35,7,양버즘나무,PTA,127.009013053,37.489527136
"9610",13,59,12,가중나무,AA,127.011847766,37.518338266
"9611",9,24,6,양버즘나무,PTA,127.034443862,37.467744526
"9612",11,13,3,은행나무,GB,127.00396111,37.499122766
"9613",9,21,6,양버즘나무,PTA,127.015427816,37.51994791
"9614",12,31,12,양버즘나무,PTA,127.013469984,37.494182517
"9615",12,42,12,양버즘나무,PTA,127.029516179,37.493511065
